Id,bikes
2139,1.0
2140,-0.0
2141,1.0
2142,1.0
2143,1.0
2144,1.0
2145,1.0
2146,1.0
2147,1.0
2148,2.0
2149,1.0
2150,0.0
2151,0.0
2152,1.0
2153,1.0
2154,1.0
2155,2.0
2156,1.0
2157,1.0
2158,1.0
2159,2.0
2160,0.0
2161,1.0
2162,2.0
2163,1.0
2164,2.0
2165,0.0
2166,1.0
2167,2.0
2168,1.0
2169,1.0
2170,1.0
2171,2.0
2172,1.0
2173,1.0
2174,2.0
2175,1.0
2176,2.0
2177,1.0
2178,2.0
2179,2.0
2180,1.0
2181,1.0
2182,1.0
2183,1.0
2184,1.0
2185,3.0
2186,1.0
2187,1.0
2188,1.0
2189,1.0
2190,1.0
2191,1.0
2192,2.0
2193,1.0
2194,2.0
2195,0.0
2196,2.0
2197,2.0
2198,1.0
2199,1.0
2200,-0.0
2201,1.0
2202,2.0
2203,2.0
2204,1.0
2205,1.0
2206,2.0
2207,1.0
2208,2.0
2209,2.0
2210,0.0
2211,1.0
2212,0.0
2213,1.0
2214,1.0
2215,2.0
2216,1.0
2217,1.0
2218,1.0
2219,2.0
2220,2.0
2221,1.0
2222,0.0
2223,2.0
2224,0.0
2225,1.0
2226,1.0
2227,2.0
2228,0.0
2229,1.0
2230,1.0
2231,2.0
2232,1.0
2233,2.0
2234,2.0
2235,1.0
2236,2.0
2237,1.0
2238,1.0
2239,1.0
2240,1.0
2241,1.0
2242,1.0
2243,2.0
2244,1.0
2245,1.0
2246,2.0
2247,1.0
2248,1.0
2249,1.0
2250,1.0
